title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Directeur(trice) Marketing & Expérience Client POPOTES x JOUR H/F,JOUR - Healthy groupe,"Paris, A8, FR",CDI,2025-03-21,Bac +5,marketing digital; branding; expérience client; management d'équipe; leadership; vision stratégique; orientation client; Google Analytics; SEO; SEM; CRM; social media; créativité; innovation; compétences analytiques; communication,Not specified,Not specified,Popotes Group is seeking a dynamic **Marketing & Customer Experience Director** for its brands JOUR and POPOTES. The successful candidate will be responsible for establishing and implementing the overall marketing strategy while optimizing customer interactions across all touchpoints to enhance brand visibility and ensure a memorable customer experience both online and in-store.,https://fr.indeed.com/viewjob?jk=b7671d8b58faa8b9
Ingénieur Systèmes Linux Confirmé H/F,Extia,"Sèvres, France",Not specified,2025-03-21,BAC +5,administration Linux; support N2/N3; projet d'amélioration d'infrastructure; Cloud AWS; Cloud AZURE; Linux; Debian; Redhat; Scripting Python; Shell; Bash; Docker; Gitlab CI; Ansible; Jenkins; Terraform,Anglais,Not specified,"Extia, une entreprise de conseil spécialisée dans l'IT et le digital, recherche des candidats pour renforcer son équipe infrastructure et poste de travail, avec des postes disponibles pour des administrateurs et ingénieurs. Les candidats doivent posséder une formation supérieure en informatique (BAC +5) et avoir au moins 5 ans d'expérience pertinente.",https://fr.indeed.com/viewjob?jk=07d4b0f486f6d7d2
Alternance - Chargé(e) de Communication F/H,KNDS,"Versailles, France",Not specified,2025-03-21,Bac+3,Word; PowerPoint; Excel,Not specified,Not specified,"The position of Alternance - Chargé(e) de Communication at KNDS France involves supporting the visibility of the Business Unit ""Soutien et Services Client"" and the innovation sector within the company. The role includes assisting in the implementation of communication plans, contributing to the creation and distribution of internal and external communication materials such as brochures and videos, and organizing promotional events.",https://fr.indeed.com/viewjob?jk=a1bbbea2bf7c1a8b
Account Manager (H/F),CEGEDIM,"Boulogne-Billancourt, France",CDI,2025-03-21,"Master, Bac+5",expérience dans la commercialisation d’outils et services de dématérialisation; gestion de portefeuille clients; stratégies commerciales; reporting; réponse aux appels d’offre; rédaction contractuelle,anglais,Not specified,"Cegedim is seeking a full-time commercial professional with at least 2 years of experience in the SaaS software industry, ideally within the e-dematerialization sector. This role is integrated into the sales department and reports directly to a market director.",https://fr.indeed.com/viewjob?jk=91c271ba6614f4ea
Contrôleur Financier ALMT (H/F),BNP Paribas,"Paris, A8, FR",CDI,2025-03-21,Master's,Excel (advanced functions); financial accounting; analysis; adaptability; stakeholder engagement,English,Not specified,"Le poste à pourvoir au sein de la direction financière de BNP Paribas se concentre sur le suivi des activités de marchés et de l'ALMT, en apportant un soutien au CFO de BNP Paribas SA France. Les responsabilités incluent l'analyse des écarts entre les résultats comptables et analytiques, la création de tableaux de bord pour identifier les anomalies, et la participation à divers projets touchant aux domaines IT, juridique, financier et réglementaire.",https://fr.indeed.com/viewjob?jk=22a5a6368c421fc7
Product Onwer AGAPES IT- H/F,BNP Paribas,"Levallois-Perret, France",CDI,2025-03-21,Master 2,Product Owner; crédit à la consommation; gestion de projet; connaissance IT,anglais,Not specified,"The job opening for the Product Owner position at ALMT AGAPES PF involves overseeing the implementation of consumer and mortgage credits, as well as managing future additions related to leasing, litigation, and over-indebtedness. The role requires ensuring the effective integration of data to facilitate risk management concerning interest rates and liquidity, and involves collaborating with various departments like CIB, Finance & Strategy, and ALMT PF.",https://fr.indeed.com/viewjob?jk=9c3438f5f04aa82f
INTERNSHIP – Global HR Digitalization Digital learning Intern – July 2025 (H/F),Danone,"Paris, A8, FR",Internship,2025-03-21,Bachelor's or Master's,HR digitalisation; project management; change management; internal communication; Excel,English; French,Not specified,"Danone is offering a six-month HR Digitalization Learning Project Management Internship starting in January 2025 at its Global Headquarters in Paris-Haussmann. The intern will report to the HR Digitalization Learning Team Lead and will support the Campus X reboot project as the PMO, working with the global learning academy, HR IT teams, and local learning communities to plan roadmaps, manage project cycles, and track progress.",https://fr.indeed.com/viewjob?jk=a658e2cb5dac00ad
Gestionnaire des Inscriptions - CDD 4 mois,Institut Mines-Télécom,"Évry, France",CDI,2025-03-20,Not specified,Maîtrise du Pack office,anglais,Not specified,"L'Institut Mines-Télécom Business School recherche un technicien administratif et de gestion sous contrat à durée déterminée de 4 mois pour gérer les dossiers d'inscription des étudiants. Les principales responsabilités incluent le traitement administratif des inscriptions, le suivi des dossiers, l'accueil des étudiants, l'archivage des documents, et la participation à l'organisation de la rentrée pour tous les étudiants, y compris ceux à l'international.",https://fr.indeed.com/viewjob?jk=8bde679899b4dca9
Integration Engineer Internship,Ericsson-Worldwide,"Paris, A8, FR",Internship,2025-03-20,Not specified,Telecom knowledge; Knowledge of Ericsson processes; Mastery of pre-sales theory; particularly SWOT; Good organizational skills; Good communication skills; Microsoft Office 365 knowledge; Management of tool/process changes,English; French,Not specified,"Ericsson is looking for a talented Integration Engineer Intern to support a change project for the Environmental Health & Safety (EHS) tool, specifically transitioning from RA to Oversite. The intern will be responsible for understanding client requirements, conducting commercial analysis, assessing delivery impacts, identifying gaps between client needs and group tools, and collaborating with the Business Area BNEW to ensure alignment on the final solution.",https://fr.indeed.com/viewjob?jk=5b30335aff274d6f
CDI - Brand Partnership Manager (F/H/X),Sephora,"Neuilly-sur-Seine, France",CDI,2025-03-20,Bachelor's or equivalent university degree,Category Management; Negotiation; Analytical skills; Digital skills; Negotiation skills; Persuasiveness; Problem-solving; Agility; Adaptability; Oral presentation skills; Interpersonal skills; Teamwork; Matrix structure integration; Organizational skills; Product knowledge,English,Not specified,"Sephora is seeking a Brand Partnership Manager (M/F/X) to join their EME Offer & Marketing Department, where they will play a crucial role in the Brand Partnership team. The Manager's responsibilities include understanding the challenges faced by brands in the portfolio, leading collaborations and partnerships in an omnichannel environment, and defining negotiation and profitability objectives in collaboration with Category Management teams.",https://fr.indeed.com/viewjob?jk=aae322ee193b9d0c
Acheteur Série (H/F/X),Ekkiden,"Beauvais, France",CDI,2025-03-20,Not specified,mécanique; Achats internationaux; leadership; analyse; Marimekko; Kraljic; Pareto; SAP,Anglais; une autre langue additionnelle,Not specified,"Ekkiden, une société de conseil international créée en 2019, recherche un responsable de la gestion des portefeuilles d'achats pour superviser les composants, sous-ensembles et investissements en CAPEX dans un environnement industriel, de préférence international. Les principales responsabilités incluent le suivi de la performance économique, la gestion de budgets d’investissement, et l'analyse des stratégies d'achats à l'aide d'outils analytiques.",https://fr.indeed.com/viewjob?jk=69b8ca3de93f4dee
Growth & GTM Engineer,"WITCO, Inc","Paris, A8, FR",Not specified,2025-03-20,Not specified,API; Python; JavaScript; SQL; HubSpot; web scraping; Phantombuster; Snitcher; data automation; Zapier; n8n; Airbyte; Make; custom scripts; data pipelines; intent signals detection; A/B testing; CRM data quality management; email/linkedin campaign optimization,English,Not specified,"The job requires a technically skilled individual to play a pivotal role in structuring, automating, and scaling acquisition strategies at the intersection of outbound and inbound marketing. Key responsibilities include automating the detection of intent signals, developing data scrapers, optimizing outbound campaign workflows, and enhancing performance tracking.",https://fr.indeed.com/viewjob?jk=1322403ab7dbe72a
