title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Consultant e-Machine Learning Data Lab - Digital Customer (CDI) H/F,Wavestone,"Paris, France",CDI,2023-10-01,Master's degree in Data Science or related field,Machine Learning; Data Analysis; Python; SQL; Data Visualization,French; English,Competitive salary,"Join Wavestone as a Consultant in our e-Machine Learning Data Lab, where you will work on innovative projects in the digital customer space. You will be responsible for analyzing data, developing machine learning models, and providing insights to enhance customer experiences.",https://skema.jobteaser.com/en/job-offers/9a8a42cd-3cc1-459c-8e4d-c2feb4578411-wavestone-consultant-e-maching-learning-data-lab-digital-customer-cdi-h-f
Managing Consultant - Data for Enterprise Transformation,Capgemini,Paris,Full-time,2023-10-01,"Master's degree in Data Science, Business Administration, or related field",Data analysis; Project management; Consulting; Business intelligence tools,English; French,"€60,000 - €80,000","As a Managing Consultant in Data for Enterprise Transformation, you will lead projects that help organizations leverage data to drive transformation and improve business outcomes. You will work closely with clients to understand their needs and develop tailored solutions.",https://skema.jobteaser.com/en/job-offers/c09f9d5e-42ed-4e51-b470-d26c8dc09b21-capgemini-managing-consultant-data-for-enterprise-transformation-paris
Ingénieur Performance Génie Électrique Bureaux d'Études Data Centre,Ingemep,France,CDI,2023-10-01,Master's degree in Electrical Engineering,Electrical system design; Data Centre operations; Project management,French; English,Competitive salary,Ingemep is looking for an Electrical Performance Engineer to join our Data Centre design team. The role involves optimizing electrical systems and ensuring compliance with industry standards.,https://skema.jobteaser.com/en/job-offers/5e95261a-877f-42a8-8dd8-3874cf76d736-ingemep-ingenieur-performance-genie-electrique-bureaux-d-etudes-data-centre
Data Scientist,Descartes Underwriting,"Paris, France",CDI,2023-10-01,Master's degree in Data Science or related field,Python; Machine Learning; Statistical Analysis; Data Visualization,English; French,Competitive salary,"Descartes Underwriting is looking for a Data Scientist to join our team. The ideal candidate will have experience in data analysis, machine learning, and statistical modeling. You will work closely with our underwriting team to develop predictive models and improve our data-driven decision-making processes.",https://skema.jobteaser.com/en/job-offers/8176004d-a1ee-4319-a6f7-7a3b2ba3c104-descartes-underwriting-data-scientist-cdi
Data Analyst,Electra,"Paris, France",Full-time,2023-10-01,Bachelor's degree in Data Science or related field,Data analysis; Statistical modeling; SQL; Python; Data visualization,English; French,"€40,000 - €50,000","As a Data Analyst at Electra, you will be responsible for analyzing data to help drive business decisions. You will work closely with various teams to gather requirements and provide insights based on data analysis.",https://skema.jobteaser.com/en/job-offers/fbeb463f-1530-484a-b0d6-b06ae5791c8f-electra-data-analyst
Consultant(e) en pilotage de la performance Data et mise en place de solutions Anaplan,Kelerian Group,Remote,Full-time,2023-10-01,"Master's degree in Business, Finance, or related field",Anaplan; Data analysis; Performance management; Project management,French; English,Competitive,Kelerian Group is looking for a Consultant(e) in performance management Data and implementation of Anaplan solutions. The role involves working with clients to optimize their performance management processes and implement data-driven solutions using Anaplan.,https://skema.jobteaser.com/en/job-offers/948adda8-bcf0-42ae-924b-c73a5502ba96-kelerian-group-consultant-e-s-en-pilotage-de-la-performance-data-et-mise-en-place-de-solutions-anaplan
Data Analyst - Risque de Crédit (H/F),Banque de France,"Paris, France",CDI,2023-10-01,Master,Analyse de données; Modélisation statistique; Python; SQL,Français; Anglais,"40,000 - 50,000 EUR",La Banque de France recherche un Data Analyst pour rejoindre son équipe de Risque de Crédit. Le candidat idéal aura une solide expérience en analyse de données et en modélisation statistique.,https://skema.jobteaser.com/en/job-offers/3e8a7339-2f63-4fd8-9125-9606dafc781c-banque-de-france-data-analyst-risque-de-credit-h-f
Consultant Risk Data Analyst / Data Scientist H/F,Deloitte France,France,CDI,2023-10-01,"Master's degree in Data Science, Statistics, or related field",Data analysis; Statistical modeling; Machine learning; Python; SQL,French; English,Competitive,Join Deloitte as a Consultant Risk Data Analyst / Data Scientist and work on innovative projects that leverage data analytics to help clients manage risk effectively.,https://skema.jobteaser.com/en/job-offers/13e16542-ab01-43fe-a470-4490188ab9c8-deloitte-france-consultant-risk-data-analyst-data-scientist-h-f
Consultant E Data Métier Digital Customer - CDI,Wavestone,"Paris, France",CDI,October 2023,Master's degree or equivalent,Data analysis; Digital marketing; Customer relationship management,French; English,Not specified,"Join Wavestone as a Consultant in the Digital Customer domain, where you will work on innovative projects that enhance customer experience through data-driven strategies.",https://skema.jobteaser.com/en/job-offers/6ea142ee-bbe0-4789-9f8d-96bba85d675b-wavestone-consultant-e-data-metier-digital-customer-cdi
Spécialiste Composants Big Data H/F,Banque de France,"Paris, France",CDI,2023-10-01,Bac +5 en informatique ou équivalent,Big Data; Hadoop; Spark; Java; Python,Français; Anglais,"45,000 - 55,000 EUR",La Banque de France recherche un spécialiste des composants Big Data pour rejoindre son équipe. Vous serez responsable de la mise en œuvre et de la gestion des solutions Big Data au sein de l'organisation.,https://skema.jobteaser.com/en/job-offers/e5d5b1e9-df31-44f2-9d9c-4b2d016d32c6-banque-de-france-specialiste-composants-big-data-h-f
AB Data Engineer,BaronIT,Remote,Full-time,2023-10-01,Bachelor's degree in Computer Science or related field,Python; SQL; Data Warehousing; ETL processes,English; French,"€40,000 - €60,000",We are looking for an AB Data Engineer to join our team. The ideal candidate will have experience in data engineering and a strong understanding of data architecture.,https://skema.jobteaser.com/en/job-offers/b0d9a9ef-dda5-4e7c-bac8-674e38cd641c-baronit-ab-data-engineer
Data Engineer / Développeur·euse Big Data F/H,Onepoint,"Lille, France",CDI,2023-10-01,Master's degree in Computer Science or related field,"Big Data technologies (Hadoop, Spark); Data modeling; ETL processes; SQL; Python or Java",French; English,Competitive salary,"Join Onepoint as a Data Engineer and work on innovative Big Data projects. You will be responsible for designing and implementing data pipelines, ensuring data quality, and collaborating with cross-functional teams to deliver data-driven solutions.",https://skema.jobteaser.com/en/job-offers/1cd8457c-71f2-4c5b-92ff-3dc66ca77568-onepoint-data-engineer-developpeur-middot-euse-big-data-f-h
Consultant E-Data Analytics H/F,MC2I,"Paris, France",CDI,2023-10-01,Master's degree in Data Science or related field,Data analysis; Statistical modeling; Machine learning; Data visualization,French; English,"40,000 - 50,000 EUR","MC2I is looking for a Consultant E-Data Analytics to join our team in Paris. The role involves working with clients to analyze data and provide insights that drive business decisions. You will be responsible for developing data models, conducting analyses, and presenting findings to stakeholders.",https://skema.jobteaser.com/en/job-offers/84a1c8d3-6d8a-465d-b97a-ccf4f57e3946-mc2i-consultant-e-data-analytics-h-f
Data Engineer - Big Data - Data Factory,Sopra Steria,Nantes,Permanent,2023-10-01,Master's degree in Computer Science or related field,"Big Data technologies (Hadoop, Spark); Data modeling; ETL processes; SQL; Python or Java",French; English,Not specified,"Join Sopra Steria as a Data Engineer in our Big Data Data Factory team in Nantes. You will work on innovative projects, leveraging big data technologies to deliver impactful solutions for our clients.",https://skema.jobteaser.com/en/job-offers/a2e41640-382a-456a-8967-ae09a7b6731c-sopra-steria-data-engineer-big-data-data-factory-nantes
Ingénieur Data CDI H/F,WTW,"Paris, France",CDI,2023-10-01,Bac +5 en informatique ou domaine connexe,Analyse de données; Machine Learning; Python; SQL,Français; Anglais,"45,000 - 55,000 EUR","En tant qu'Ingénieur Data, vous serez responsable de la collecte, de l'analyse et de l'interprétation des données pour aider nos clients à prendre des décisions éclairées. Vous travaillerez en étroite collaboration avec les équipes techniques et commerciales pour développer des solutions basées sur les données.",https://skema.jobteaser.com/en/job-offers/df20f0c5-1872-469b-a84f-04dfa5fc4abb-wtw-ingenieur-data-cdi-h-f
